date,open,low,high,close,volume
2016-09-30,246.28,246.28,260.33,255.41,216.35212625
2016-10-01,247.14,246.31,259.01,247.21,81.43504401
2016-10-02,247.22,247.22,259.01,255.09,36.64321107
2016-10-03,255.09,254.61,261.75,257.74,110.07515531
2016-10-04,257.95,254.46,261.76,254.81,204.73622347
2016-10-05,254.11,250.58,258.93,253.89,297.5400272
2016-10-06,250.58,245.01,280,251,310.11702966
2016-10-07,247.34,244.01,248.6,248.13,62.1146059
2016-10-08,245.49,231.06,245.5,240.45,208.08937205
2016-10-09,239.3,230.01,240.85,230.03,220.08486736
2016-10-10,230,226.72,280,237,239.62868095
2016-10-11,268,230,269,240.5,233.55877871
2016-10-12,236.1,230.01,249.35,235,57.08591137
2016-10-13,230.06,230.06,244.95,235,34.70746483
2016-10-14,235,230.95,240.69,231.32,13.58423525
2016-10-15,230.08,230,242,231.02,135.72540487
2016-10-16,231,231,240.5,231.61,9.47747769
2016-10-17,231.61,231.6,241.99,241.99,244.77794114
2016-10-18,241.99,236.12,260,241,505.49535331
2016-10-19,241.01,230.01,258.99,250,324.92347497
2016-10-20,237.11,230,241.25,230,170.06575345
2016-10-21,230,228,242.29,230,115.88295152
2016-10-22,230,228,230,229,165.90804609
2016-10-23,230,221.33,230,229.99,123.47837026
2016-10-24,229.97,220,229.99,220.01,116.74301731
2016-10-25,220,213.1,239.99,215.15,303.01988628
2016-10-26,228,215.18,228.94,224.67,86.23087852
2016-10-27,224.67,216.85,237.46,228,465.51540428
2016-10-28,228,218,244.89,218.21,482.50756433
2016-10-29,236.89,196,236.89,200.04,765.37793238
2016-10-30,200.03,198.03,229.98,212.63,84.88023007
2016-10-31,226.83,203.01,226.99,203.01,187.39755435
2016-11-01,203.01,202,219.99,214.31,499.24893302
2016-11-02,208.5,207.6,218.91,210.2,445.28425925
2016-11-03,210.41,210.41,223,212,299.85854743
2016-11-04,210.3,210.25,221.12,211.6,259.48496974
2016-11-05,211.6,210.6,219.49,218.39,21.10279651
2016-11-06,219.4,211.01,219.4,211.01,6.24914504
2016-11-07,210.71,210.71,226.24,216.53,456.35704994
2016-11-08,219.99,211,239,227.98,659.52440522
2016-11-09,217.01,212.01,227.99,214.4,313.61165775
2016-11-10,220,214.02,221,216,109.70070713
2016-11-11,218,216.94,227.99,226.99,277.40506351
2016-11-12,218.45,210.6,224.95,212.01,280.43636599
2016-11-13,214,205,223.99,220.99,91.16019457
2016-11-14,209.69,207.4,219.99,211.2,192.90497563
2016-11-15,219.94,208,219.94,219.9,77.89411625
2016-11-16,212.01,211.32,220,212.17,186.62067999
2016-11-17,212.17,207.4,219.96,208,407.84695205
2016-11-18,207.45,199.8,218,212.94,523.38439078
2016-11-19,202.01,200.21,209.98,204.79,105.76327994
2016-11-20,201.17,201.17,209.99,209.96,31.93971202
2016-11-21,203,200.5,209.96,207,93.85732963
2016-11-22,209.8,204,214.99,213.99,129.81984178
2016-11-23,205.06,204.02,214.98,206.02,120.75440107
2016-11-24,214.9,203.1,218.76,210,235.22973433
2016-11-25,206,200.01,214.95,201.04,646.05268581
2016-11-26,201.04,196.01,210,200.05,173.75787476
2016-11-27,196,193,200,193,419.37379584
2016-11-28,193,181.12,204.99,201,454.72059094
2016-11-29,181.23,169.02,199.23,194.8,307.91849546
2016-11-30,194.77,179.68,200,188,245.45603719
2016-12-01,180.29,169.1,194.99,169.1,374.97760752
2016-12-02,173.22,160,189.98,164.02,780.39977851
2016-12-03,170.43,164,175.65,165.03,47.26484347
2016-12-04,164,156,169.97,168,162.0520657
2016-12-05,156,141.01,169.94,150,"1,063.72651323"
2016-12-06,157.79,129.2,165.94,157.1,981.37186485
2016-12-07,160.66,155.01,184,181.51,215.55537059
2016-12-08,178.01,172,180.36,173.21,372.56566144
2016-12-09,172.16,172.15,182.31,180,153.79537252
2016-12-10,176.31,172,176.31,172.03,211.23552122
2016-12-11,171.02,165.97,174.62,173.79,118.20060075
2016-12-12,169.21,169.21,176,175.99,299.49096022
2016-12-13,175.99,169.11,175.99,170.08,92.87828835
2016-12-14,175,169.01,175.8,169.01,325.76247621
2016-12-15,169.01,161.01,175.59,174.92,492.56139793
2016-12-16,173.99,160.5,189,162.53,375.62851552
